genus,family,order,group
Crossandrella,Acanthaceae,Lamiales,Angiosperms
Cryphiacanthus,Acanthaceae,Lamiales,Angiosperms
Cryptophragmium,Acanthaceae,Lamiales,Angiosperms
Cuenotia,Acanthaceae,Lamiales,Angiosperms
Cyclacanthus,Acanthaceae,Lamiales,Angiosperms
Cynarospermum,Acanthaceae,Lamiales,Angiosperms
Cyphacanthus,Acanthaceae,Lamiales,Angiosperms
Cyrtacanthus,Acanthaceae,Lamiales,Angiosperms
Cyrtanthera,Acanthaceae,Lamiales,Angiosperms
Cystacanthus,Acanthaceae,Lamiales,Angiosperms
Danguya,Acanthaceae,Lamiales,Angiosperms
Dasytropis,Acanthaceae,Lamiales,Angiosperms
Dianthera,Acanthaceae,Lamiales,Angiosperms
Diapedium,Acanthaceae,Lamiales,Angiosperms
Dichazothece,Acanthaceae,Lamiales,Angiosperms
Dicladanthera,Acanthaceae,Lamiales,Angiosperms
Dicliptera,Acanthaceae,Lamiales,Angiosperms
Didyplosandra,Acanthaceae,Lamiales,Angiosperms
Diflugossa,Acanthaceae,Lamiales,Angiosperms
Digyroloma,Acanthaceae,Lamiales,Angiosperms
Dinteracanthus,Acanthaceae,Lamiales,Angiosperms
Diotacanthus,Acanthaceae,Lamiales,Angiosperms
Dipteracanthus,Acanthaceae,Lamiales,Angiosperms
Dischistocalyx,Acanthaceae,Lamiales,Angiosperms
Ditrichospermum,Acanthaceae,Lamiales,Angiosperms
Dizygandra,Acanthaceae,Lamiales,Angiosperms
Dolichostachys,Acanthaceae,Lamiales,Angiosperms
Dossifluga,Acanthaceae,Lamiales,Angiosperms
Drejera,Acanthaceae,Lamiales,Angiosperms
Drejerella,Acanthaceae,Lamiales,Angiosperms
Duosperma,Acanthaceae,Lamiales,Angiosperms
Duvernoia,Acanthaceae,Lamiales,Angiosperms
Dyschoriste,Acanthaceae,Lamiales,Angiosperms
Dyspemptemorion,Acanthaceae,Lamiales,Angiosperms
Earlia,Acanthaceae,Lamiales,Angiosperms
Eberlea,Acanthaceae,Lamiales,Angiosperms
Ebermaiera,Acanthaceae,Lamiales,Angiosperms
Ecbolium,Acanthaceae,Lamiales,Angiosperms
Echinacanthus,Acanthaceae,Lamiales,Angiosperms
Ecteinanthus,Acanthaceae,Lamiales,Angiosperms
Elytraria,Acanthaceae,Lamiales,Angiosperms
Encephalosphaera,Acanthaceae,Lamiales,Angiosperms
Endopogon,Acanthaceae,Lamiales,Angiosperms
Epiclastopelma,Acanthaceae,Lamiales,Angiosperms
Eranthemum,Acanthaceae,Lamiales,Angiosperms
Eremomastax,Acanthaceae,Lamiales,Angiosperms
Erythracanthus,Acanthaceae,Lamiales,Angiosperms
Ethesia,Acanthaceae,Lamiales,Angiosperms
Eusiphon,Acanthaceae,Lamiales,Angiosperms
Fabria,Acanthaceae,Lamiales,Angiosperms
Filetia,Acanthaceae,Lamiales,Angiosperms
Fittonia,Acanthaceae,Lamiales,Angiosperms
Flavicoma,Acanthaceae,Lamiales,Angiosperms
Forcipella,Acanthaceae,Lamiales,Angiosperms
Forsythiopsis,Acanthaceae,Lamiales,Angiosperms
Gantelbua,Acanthaceae,Lamiales,Angiosperms
Gastranthus,Acanthaceae,Lamiales,Angiosperms
Geissomeria,Acanthaceae,Lamiales,Angiosperms
Gendarussa,Acanthaceae,Lamiales,Angiosperms
Glockeria,Acanthaceae,Lamiales,Angiosperms
Glossochilus,Acanthaceae,Lamiales,Angiosperms
Goldfussia,Acanthaceae,Lamiales,Angiosperms
Graphandra,Acanthaceae,Lamiales,Angiosperms
Graptophyllum,Acanthaceae,Lamiales,Angiosperms
Gutzlaffia,Acanthaceae,Lamiales,Angiosperms
Gymnacanthus,Acanthaceae,Lamiales,Angiosperms
Gymnophragma,Acanthaceae,Lamiales,Angiosperms
Gymnostachyum,Acanthaceae,Lamiales,Angiosperms
Gynocraterium,Acanthaceae,Lamiales,Angiosperms
Gypsacanthus,Acanthaceae,Lamiales,Angiosperms
Habracanthus,Acanthaceae,Lamiales,Angiosperms
Haemacanthus,Acanthaceae,Lamiales,Angiosperms
Hallieracantha,Acanthaceae,Lamiales,Angiosperms
Hansteinia,Acanthaceae,Lamiales,Angiosperms
Haplanthodes,Acanthaceae,Lamiales,Angiosperms
Haplanthus,Acanthaceae,Lamiales,Angiosperms
Harnieria,Acanthaceae,Lamiales,Angiosperms
Harpochilus,Acanthaceae,Lamiales,Angiosperms
Harrachia,Acanthaceae,Lamiales,Angiosperms
Haselhoffia,Acanthaceae,Lamiales,Angiosperms
Heinzelia,Acanthaceae,Lamiales,Angiosperms
Hemiadelphis,Acanthaceae,Lamiales,Angiosperms
Hemigraphis,Acanthaceae,Lamiales,Angiosperms
Henrya,Acanthaceae,Lamiales,Angiosperms
Herpetacanthus,Acanthaceae,Lamiales,Angiosperms
Hesperanthemum,Acanthaceae,Lamiales,Angiosperms
Heteradelphia,Acanthaceae,Lamiales,Angiosperms
Hexacentris,Acanthaceae,Lamiales,Angiosperms
Himantochilus,Acanthaceae,Lamiales,Angiosperms
Holographis,Acanthaceae,Lamiales,Angiosperms
Hoverdenia,Acanthaceae,Lamiales,Angiosperms
Hulemacanthus,Acanthaceae,Lamiales,Angiosperms
Hygrophila,Acanthaceae,Lamiales,Angiosperms
Hymenochlaena,Acanthaceae,Lamiales,Angiosperms
Hypoestes,Acanthaceae,Lamiales,Angiosperms
Ichthyostoma,Acanthaceae,Lamiales,Angiosperms
Idanthisa,Acanthaceae,Lamiales,Angiosperms
Ionacanthus,Acanthaceae,Lamiales,Angiosperms
Isochoriste,Acanthaceae,Lamiales,Angiosperms
Isoglossa,Acanthaceae,Lamiales,Angiosperms
Isotheca,Acanthaceae,Lamiales,Angiosperms
Ixtlania,Acanthaceae,Lamiales,Angiosperms
Jacobinia,Acanthaceae,Lamiales,Angiosperms
Jadunia,Acanthaceae,Lamiales,Angiosperms
Janasia,Acanthaceae,Lamiales,Angiosperms
Juruasia,Acanthaceae,Lamiales,Angiosperms
Justicia,Acanthaceae,Lamiales,Angiosperms
Kalbreyeriella,Acanthaceae,Lamiales,Angiosperms
Kanjarum,Acanthaceae,Lamiales,Angiosperms
Kosmosiphon,Acanthaceae,Lamiales,Angiosperms
Kudoacanthus,Acanthaceae,Lamiales,Angiosperms
Kuestera,Acanthaceae,Lamiales,Angiosperms
Kuniria,Acanthaceae,Lamiales,Angiosperms
Lagochilium,Acanthaceae,Lamiales,Angiosperms
Lankesteria,Acanthaceae,Lamiales,Angiosperms
Lasiocladus,Acanthaceae,Lamiales,Angiosperms
Leandriella,Acanthaceae,Lamiales,Angiosperms
Leda,Acanthaceae,Lamiales,Angiosperms
Leiophaca,Acanthaceae,Lamiales,Angiosperms
Lepidacanthus,Acanthaceae,Lamiales,Angiosperms
Lepidagathis,Acanthaceae,Lamiales,Angiosperms
Leptacanthus,Acanthaceae,Lamiales,Angiosperms
Leptosiphonium,Acanthaceae,Lamiales,Angiosperms
Leptostachya,Acanthaceae,Lamiales,Angiosperms
Leucobarleria,Acanthaceae,Lamiales,Angiosperms
Liberatia,Acanthaceae,Lamiales,Angiosperms
Linariantha,Acanthaceae,Lamiales,Angiosperms
Linocalix,Acanthaceae,Lamiales,Angiosperms
Linocalyx,Acanthaceae,Lamiales,Angiosperms
Linostylis,Acanthaceae,Lamiales,Angiosperms
Lissospermum,Acanthaceae,Lamiales,Angiosperms
Listrobanthes,Acanthaceae,Lamiales,Angiosperms
Lophostachys,Acanthaceae,Lamiales,Angiosperms
Louteridium,Acanthaceae,Lamiales,Angiosperms
Lychniothyrsus,Acanthaceae,Lamiales,Angiosperms
Mackaya,Acanthaceae,Lamiales,Angiosperms
Mackenziea,Acanthaceae,Lamiales,Angiosperms
Macrorungia,Acanthaceae,Lamiales,Angiosperms
Mananthes,Acanthaceae,Lamiales,Angiosperms
Marcania,Acanthaceae,Lamiales,Angiosperms
Megalochlamys,Acanthaceae,Lamiales,Angiosperms
Megalostoma,Acanthaceae,Lamiales,Angiosperms
Megaskepasma,Acanthaceae,Lamiales,Angiosperms
Melittacanthus,Acanthaceae,Lamiales,Angiosperms
Mellera,Acanthaceae,Lamiales,Angiosperms
Mendoncia,Acanthaceae,Lamiales,Angiosperms
Mendozia,Acanthaceae,Lamiales,Angiosperms
Meninia,Acanthaceae,Lamiales,Angiosperms
Metarungia,Acanthaceae,Lamiales,Angiosperms
Mexacanthus,Acanthaceae,Lamiales,Angiosperms
Microstrobilus,Acanthaceae,Lamiales,Angiosperms
Mimulopsis,Acanthaceae,Lamiales,Angiosperms
Mirandea,Acanthaceae,Lamiales,Angiosperms
Monechma,Acanthaceae,Lamiales,Angiosperms
Monothecium,Acanthaceae,Lamiales,Angiosperms
Morsacanthus,Acanthaceae,Lamiales,Angiosperms
Nelsonia,Acanthaceae,Lamiales,Angiosperms
Neowedia,Acanthaceae,Lamiales,Angiosperms
Neozenkerina,Acanthaceae,Lamiales,Angiosperms
Neriacanthus,Acanthaceae,Lamiales,Angiosperms
Neuracanthus,Acanthaceae,Lamiales,Angiosperms
Nicoteba,Acanthaceae,Lamiales,Angiosperms
Nilgirianthus,Acanthaceae,Lamiales,Angiosperms
Nomaphila,Acanthaceae,Lamiales,Angiosperms
Nothoruellia,Acanthaceae,Lamiales,Angiosperms
Odontonema,Acanthaceae,Lamiales,Angiosperms
Odontophyllum,Acanthaceae,Lamiales,Angiosperms
Onus,Acanthaceae,Lamiales,Angiosperms
Ophiorrhiziphyllon,Acanthaceae,Lamiales,Angiosperms
Oplonia,Acanthaceae,Lamiales,Angiosperms
Oreothyrsus,Acanthaceae,Lamiales,Angiosperms
Orophochilus,Acanthaceae,Lamiales,Angiosperms
Orthotactus,Acanthaceae,Lamiales,Angiosperms
Pachystachys,Acanthaceae,Lamiales,Angiosperms
Pachystrobilus,Acanthaceae,Lamiales,Angiosperms
Parabarleria,Acanthaceae,Lamiales,Angiosperms
Parachampionella,Acanthaceae,Lamiales,Angiosperms
Paragutzlaffia,Acanthaceae,Lamiales,Angiosperms
Pararuellia,Acanthaceae,Lamiales,Angiosperms
Parastrobilanthes,Acanthaceae,Lamiales,Angiosperms
Parasympagis,Acanthaceae,Lamiales,Angiosperms
Parasystasia,Acanthaceae,Lamiales,Angiosperms
Perenideboles,Acanthaceae,Lamiales,Angiosperms
Pericalypta,Acanthaceae,Lamiales,Angiosperms
Periestes,Acanthaceae,Lamiales,Angiosperms
Perilepta,Acanthaceae,Lamiales,Angiosperms
Peristrophe,Acanthaceae,Lamiales,Angiosperms
Petalanthera,Acanthaceae,Lamiales,Angiosperms
Petalidium,Acanthaceae,Lamiales,Angiosperms
Phaulopsis,Acanthaceae,Lamiales,Angiosperms
Phialacanthus,Acanthaceae,Lamiales,Angiosperms
Phidiasia,Acanthaceae,Lamiales,Angiosperms
Phlebophyllum,Acanthaceae,Lamiales,Angiosperms
Phlogacanthus,Acanthaceae,Lamiales,Angiosperms
Physacanthus,Acanthaceae,Lamiales,Angiosperms
Plegmatolemma,Acanthaceae,Lamiales,Angiosperms
Pleocaulus,Acanthaceae,Lamiales,Angiosperms
Podorungia,Acanthaceae,Lamiales,Angiosperms
Poikilacanthus,Acanthaceae,Lamiales,Angiosperms
Polylychnis,Acanthaceae,Lamiales,Angiosperms
Polytrema,Acanthaceae,Lamiales,Angiosperms
Populina,Acanthaceae,Lamiales,Angiosperms
Porphyrocoma,Acanthaceae,Lamiales,Angiosperms
Pounguia,Acanthaceae,Lamiales,Angiosperms
Pranceacanthus,Acanthaceae,Lamiales,Angiosperms
Psacadocalymma,Acanthaceae,Lamiales,Angiosperms
Psacadopaepale,Acanthaceae,Lamiales,Angiosperms
Pseudacanthopale,Acanthaceae,Lamiales,Angiosperms
Pseuderanthemum,Acanthaceae,Lamiales,Angiosperms
Pseudobarleria,Acanthaceae,Lamiales,Angiosperms
Pseudoblepharis,Acanthaceae,Lamiales,Angiosperms
Pseudocalyx,Acanthaceae,Lamiales,Angiosperms
Pseudodicliptera,Acanthaceae,Lamiales,Angiosperms
Pseudoruellia,Acanthaceae,Lamiales,Angiosperms
Pseudostenosiphonium,Acanthaceae,Lamiales,Angiosperms
Psilanthele,Acanthaceae,Lamiales,Angiosperms
Psiloesthes,Acanthaceae,Lamiales,Angiosperms
Pteracanthus,Acanthaceae,Lamiales,Angiosperms
Pteroptychia,Acanthaceae,Lamiales,Angiosperms
Ptyssiglottis,Acanthaceae,Lamiales,Angiosperms
Pulchranthus,Acanthaceae,Lamiales,Angiosperms
Pupilla,Acanthaceae,Lamiales,Angiosperms
Pyrrothrix,Acanthaceae,Lamiales,Angiosperms
Ramusia,Acanthaceae,Lamiales,Angiosperms
Razisea,Acanthaceae,Lamiales,Angiosperms
Rhacodiscus,Acanthaceae,Lamiales,Angiosperms
Rhaphidospora,Acanthaceae,Lamiales,Angiosperms
Rhinacanthus,Acanthaceae,Lamiales,Angiosperms
Rhombochlamys,Acanthaceae,Lamiales,Angiosperms
Rhyticalymma,Acanthaceae,Lamiales,Angiosperms
Rhytiglossa,Acanthaceae,Lamiales,Angiosperms
Ritonia,Acanthaceae,Lamiales,Angiosperms
Rodatia,Acanthaceae,Lamiales,Angiosperms
Rostellularia,Acanthaceae,Lamiales,Angiosperms
Ruellia,Acanthaceae,Lamiales,Angiosperms
Ruelliopsis,Acanthaceae,Lamiales,Angiosperms
Rungia,Acanthaceae,Lamiales,Angiosperms
Ruspolia,Acanthaceae,Lamiales,Angiosperms
Ruttya,Acanthaceae,Lamiales,Angiosperms
Saglorithys,Acanthaceae,Lamiales,Angiosperms
Saintpauliopsis,Acanthaceae,Lamiales,Angiosperms
Salpinctium,Acanthaceae,Lamiales,Angiosperms
Samuelssonia,Acanthaceae,Lamiales,Angiosperms
Sanchezia,Acanthaceae,Lamiales,Angiosperms
Sapphoa,Acanthaceae,Lamiales,Angiosperms
Sarojusticia,Acanthaceae,Lamiales,Angiosperms
Sarotheca,Acanthaceae,Lamiales,Angiosperms
Satanocrater,Acanthaceae,Lamiales,Angiosperms
Sautiera,Acanthaceae,Lamiales,Angiosperms
Schaueria,Acanthaceae,Lamiales,Angiosperms
Schawbea,Acanthaceae,Lamiales,Angiosperms
Schwabea,Acanthaceae,Lamiales,Angiosperms
Sclerochiton,Acanthaceae,Lamiales,Angiosperms
Scorodoxylum,Acanthaceae,Lamiales,Angiosperms
Sebastiano-schaueria,Acanthaceae,Lamiales,Angiosperms
Sebschauera,Acanthaceae,Lamiales,Angiosperms
Semnostachya,Acanthaceae,Lamiales,Angiosperms
Semnothyrsus,Acanthaceae,Lamiales,Angiosperms
Senkebergia,Acanthaceae,Lamiales,Angiosperms
Sericocalyx,Acanthaceae,Lamiales,Angiosperms
Sericographis,Acanthaceae,Lamiales,Angiosperms
Sericospora,Acanthaceae,Lamiales,Angiosperms
Siphonacanthus,Acanthaceae,Lamiales,Angiosperms
Siphoneranthemum,Acanthaceae,Lamiales,Angiosperms
Siphonoglossa,Acanthaceae,Lamiales,Angiosperms
Solaenacanthus,Acanthaceae,Lamiales,Angiosperms
Solenostyles,Acanthaceae,Lamiales,Angiosperms
Sooia,Acanthaceae,Lamiales,Angiosperms
Spathacanthus,Acanthaceae,Lamiales,Angiosperms
Sphacanthus,Acanthaceae,Lamiales,Angiosperms
Sphinctacanthus,Acanthaceae,Lamiales,Angiosperms
Spirostigma,Acanthaceae,Lamiales,Angiosperms
Stachyacanthus,Acanthaceae,Lamiales,Angiosperms
Staurogyne,Acanthaceae,Lamiales,Angiosperms
Staurogynopsis,Acanthaceae,Lamiales,Angiosperms
Stemonacanthus,Acanthaceae,Lamiales,Angiosperms
Stenandriopsis,Acanthaceae,Lamiales,Angiosperms
Stenandrium,Acanthaceae,Lamiales,Angiosperms
Stenosiphonium,Acanthaceae,Lamiales,Angiosperms
Stenostephanus,Acanthaceae,Lamiales,Angiosperms
Stenothyrsus,Acanthaceae,Lamiales,Angiosperms
Stephanophysum,Acanthaceae,Lamiales,Angiosperms
Streblacanthus,Acanthaceae,Lamiales,Angiosperms
Streptosiphon,Acanthaceae,Lamiales,Angiosperms
Strobilacanthus,Acanthaceae,Lamiales,Angiosperms
Strobilanthes,Acanthaceae,Lamiales,Angiosperms
Strobilanthopsis,Acanthaceae,Lamiales,Angiosperms
Strobilanthus,Acanthaceae,Lamiales,Angiosperms
Strophacanthus,Acanthaceae,Lamiales,Angiosperms
Stylarthropus,Acanthaceae,Lamiales,Angiosperms
Suessenguthia,Acanthaceae,Lamiales,Angiosperms
Symplectochilus,Acanthaceae,Lamiales,Angiosperms
Synnema,Acanthaceae,Lamiales,Angiosperms
Syringidium,Acanthaceae,Lamiales,Angiosperms
Taeniandra,Acanthaceae,Lamiales,Angiosperms
Teliostachya,Acanthaceae,Lamiales,Angiosperms
Tessmanniacanthus,Acanthaceae,Lamiales,Angiosperms
Tetraglochidium,Acanthaceae,Lamiales,Angiosperms
Tetramerium,Acanthaceae,Lamiales,Angiosperms
Thelepaepale,Acanthaceae,Lamiales,Angiosperms
Thunbergia,Acanthaceae,Lamiales,Angiosperms
Thyrsacanthus,Acanthaceae,Lamiales,Angiosperms
Thysanostigma,Acanthaceae,Lamiales,Angiosperms
Tremacanthus,Acanthaceae,Lamiales,Angiosperms
Triaenacanthus,Acanthaceae,Lamiales,Angiosperms
Triaenanthus,Acanthaceae,Lamiales,Angiosperms
Trichacanthus,Acanthaceae,Lamiales,Angiosperms
Trichanthera,Acanthaceae,Lamiales,Angiosperms
Trichaulax,Acanthaceae,Lamiales,Angiosperms
Trichocalyx,Acanthaceae,Lamiales,Angiosperms
Trichosanchezia,Acanthaceae,Lamiales,Angiosperms
Tubiflora,Acanthaceae,Lamiales,Angiosperms
Tyloglossa,Acanthaceae,Lamiales,Angiosperms
Ulleria,Acanthaceae,Lamiales,Angiosperms
Vavara,Acanthaceae,Lamiales,Angiosperms
Vindasia,Acanthaceae,Lamiales,Angiosperms
Volkensiophyton,Acanthaceae,Lamiales,Angiosperms
Whitfieldia,Acanthaceae,Lamiales,Angiosperms
Xantheranthemum,Acanthaceae,Lamiales,Angiosperms
Xanthostachya,Acanthaceae,Lamiales,Angiosperms
Xenacanthus,Acanthaceae,Lamiales,Angiosperms
Xerothamnella,Acanthaceae,Lamiales,Angiosperms
Yeatesia,Acanthaceae,Lamiales,Angiosperms
Zygoruellia,Acanthaceae,Lamiales,Angiosperms
Adenocalymma,Bignoniaceae,Lamiales,Angiosperms
Amphilophium,Bignoniaceae,Lamiales,Angiosperms
Amphitecna,Bignoniaceae,Lamiales,Angiosperms
Anemopaegma,Bignoniaceae,Lamiales,Angiosperms
Argylia,Bignoniaceae,Lamiales,Angiosperms
Arrabidaea,Bignoniaceae,Lamiales,Angiosperms
Astianthus,Bignoniaceae,Lamiales,Angiosperms
Bignonia,Bignoniaceae,Lamiales,Angiosperms
Callichlamys,Bignoniaceae,Lamiales,Angiosperms
Campsidium,Bignoniaceae,Lamiales,Angiosperms
Campsis,Bignoniaceae,Lamiales,Angiosperms
Catalpa,Bignoniaceae,Lamiales,Angiosperms
Catophractes,Bignoniaceae,Lamiales,Angiosperms
Chasmia,Bignoniaceae,Lamiales,Angiosperms
Chilopsis,Bignoniaceae,Lamiales,Angiosperms
Choriosphaera,Bignoniaceae,Lamiales,Angiosperms
Clytostoma,Bignoniaceae,Lamiales,Angiosperms
Colea,Bignoniaceae,Lamiales,Angiosperms
Couralia,Bignoniaceae,Lamiales,Angiosperms
Cremastus,Bignoniaceae,Lamiales,Angiosperms
Crescentia,Bignoniaceae,Lamiales,Angiosperms
Cuspidaria,Bignoniaceae,Lamiales,Angiosperms
Cybistax,Bignoniaceae,Lamiales,Angiosperms
Cydista,Bignoniaceae,Lamiales,Angiosperms
Danielia,Bignoniaceae,Lamiales,Angiosperms
Daniella,Bignoniaceae,Lamiales,Angiosperms
Delostoma,Bignoniaceae,Lamiales,Angiosperms
Deplanchea,Bignoniaceae,Lamiales,Angiosperms
Digomphia,Bignoniaceae,Lamiales,Angiosperms
Dinklageanthus,Bignoniaceae,Lamiales,Angiosperms
Dinklageodoxa,Bignoniaceae,Lamiales,Angiosperms
Distictella,Bignoniaceae,Lamiales,Angiosperms
Distictis,Bignoniaceae,Lamiales,Angiosperms
Dolichandra,Bignoniaceae,Lamiales,Angiosperms
Dolichandrone,Bignoniaceae,Lamiales,Angiosperms
Eccremocarpus,Bignoniaceae,Lamiales,Angiosperms
Ekmanianthe,Bignoniaceae,Lamiales,Angiosperms
Ferdinanda,Bignoniaceae,Lamiales,Angiosperms
Fernandoa,Bignoniaceae,Lamiales,Angiosperms
Fridericia,Bignoniaceae,Lamiales,Angiosperms
Glaziovia,Bignoniaceae,Lamiales,Angiosperms
Godmania,Bignoniaceae,Lamiales,Angiosperms
Hanburyophyton,Bignoniaceae,Lamiales,Angiosperms
Handroanthus,Bignoniaceae,Lamiales,Angiosperms
Haplophragma,Bignoniaceae,Lamiales,Angiosperms
Heterophragma,Bignoniaceae,Lamiales,Angiosperms
Hieris,Bignoniaceae,Lamiales,Angiosperms
Incarvillea,Bignoniaceae,Lamiales,Angiosperms
Jacaranda,Bignoniaceae,Lamiales,Angiosperms
Kigelia,Bignoniaceae,Lamiales,Angiosperms
Kokoschkinia,Bignoniaceae,Lamiales,Angiosperms
Kordelestris,Bignoniaceae,Lamiales,Angiosperms
Lamiodendron,Bignoniaceae,Lamiales,Angiosperms
Leucocalanthe,Bignoniaceae,Lamiales,Angiosperms
Lundia,Bignoniaceae,Lamiales,Angiosperms
Manaosella,Bignoniaceae,Lamiales,Angiosperms
Mansoa,Bignoniaceae,Lamiales,Angiosperms
Markhamia,Bignoniaceae,Lamiales,Angiosperms
Martinella,Bignoniaceae,Lamiales,Angiosperms
Mayodendron,Bignoniaceae,Lamiales,Angiosperms
Medica,Bignoniaceae,Lamiales,Angiosperms
Memora,Bignoniaceae,Lamiales,Angiosperms
Millingtonia,Bignoniaceae,Lamiales,Angiosperms
Neojobertia,Bignoniaceae,Lamiales,Angiosperms
Neosepicaea,Bignoniaceae,Lamiales,Angiosperms
Newbouldia,Bignoniaceae,Lamiales,Angiosperms
Niedzwedzkia,Bignoniaceae,Lamiales,Angiosperms
Nyctocalos,Bignoniaceae,Lamiales,Angiosperms
Ophiocolea,Bignoniaceae,Lamiales,Angiosperms
Oroxylum,Bignoniaceae,Lamiales,Angiosperms
Osmhydrophora,Bignoniaceae,Lamiales,Angiosperms
Pachyptera,Bignoniaceae,Lamiales,Angiosperms
Pajanelia,Bignoniaceae,Lamiales,Angiosperms
Pandorea,Bignoniaceae,Lamiales,Angiosperms
Paratecoma,Bignoniaceae,Lamiales,Angiosperms
Parmentiera,Bignoniaceae,Lamiales,Angiosperms
Pauldopia,Bignoniaceae,Lamiales,Angiosperms
Perianthomega,Bignoniaceae,Lamiales,Angiosperms
Perichlaena,Bignoniaceae,Lamiales,Angiosperms
Petastoma,Bignoniaceae,Lamiales,Angiosperms
Phaedranthus,Bignoniaceae,Lamiales,Angiosperms
Phyllarthron,Bignoniaceae,Lamiales,Angiosperms
Phylloctenium,Bignoniaceae,Lamiales,Angiosperms
Pleonotoma,Bignoniaceae,Lamiales,Angiosperms
Podranea,Bignoniaceae,Lamiales,Angiosperms
Pyrostegia,Bignoniaceae,Lamiales,Angiosperms
Radermachera,Bignoniaceae,Lamiales,Angiosperms
Rhigozum,Bignoniaceae,Lamiales,Angiosperms
Rhodocolea,Bignoniaceae,Lamiales,Angiosperms
Romeroa,Bignoniaceae,Lamiales,Angiosperms
Roseodendron,Bignoniaceae,Lamiales,Angiosperms
Saldanhaea,Bignoniaceae,Lamiales,Angiosperms
Santisukia,Bignoniaceae,Lamiales,Angiosperms
Schizopsis,Bignoniaceae,Lamiales,Angiosperms
Sparattosperma,Bignoniaceae,Lamiales,Angiosperms
Spathodea,Bignoniaceae,Lamiales,Angiosperms
Spathodeopsis,Bignoniaceae,Lamiales,Angiosperms
Sphingiphila,Bignoniaceae,Lamiales,Angiosperms
Spirotecoma,Bignoniaceae,Lamiales,Angiosperms
Stenolobium,Bignoniaceae,Lamiales,Angiosperms
Stereospermum,Bignoniaceae,Lamiales,Angiosperms
Stizophyllum,Bignoniaceae,Lamiales,Angiosperms
Tabebuia,Bignoniaceae,Lamiales,Angiosperms
Tanaecium,Bignoniaceae,Lamiales,Angiosperms
Tecoma,Bignoniaceae,Lamiales,Angiosperms
Tecomanthe,Bignoniaceae,Lamiales,Angiosperms
Tecomella,Bignoniaceae,Lamiales,Angiosperms
Tourrettia,Bignoniaceae,Lamiales,Angiosperms
Tynanthus,Bignoniaceae,Lamiales,Angiosperms
Xylophragma,Bignoniaceae,Lamiales,Angiosperms
Zeyheria,Bignoniaceae,Lamiales,Angiosperms
Byblis,Byblidaceae,Lamiales,Angiosperms
Calceolaria,Calceolariaceae,Lamiales,Angiosperms
Jovellana,Calceolariaceae,Lamiales,Angiosperms
Porodittia,Calceolariaceae,Lamiales,Angiosperms
Stemotria,Calceolariaceae,Lamiales,Angiosperms
Carlemannia,Carlemanniaceae,Lamiales,Angiosperms
Silvianthus,Carlemanniaceae,Lamiales,Angiosperms
Acanthonema,Gesneriaceae,Lamiales,Angiosperms
Achimenantha,Gesneriaceae,Lamiales,Angiosperms
Achimenes,Gesneriaceae,Lamiales,Angiosperms
Aeschynanthus,Gesneriaceae,Lamiales,Angiosperms
Agalmyla,Gesneriaceae,Lamiales,Angiosperms
Alagophylla,Gesneriaceae,Lamiales,Angiosperms
Allocheilos,Gesneriaceae,Lamiales,Angiosperms
Alloplectus,Gesneriaceae,Lamiales,Angiosperms
Allostigma,Gesneriaceae,Lamiales,Angiosperms
Amalophyllon,Gesneriaceae,Lamiales,Angiosperms
Ancylostemon,Gesneriaceae,Lamiales,Angiosperms
Anetanthus,Gesneriaceae,Lamiales,Angiosperms
Anna,Gesneriaceae,Lamiales,Angiosperms
Anodiscus,Gesneriaceae,Lamiales,Angiosperms
Arctocalyx,Gesneriaceae,Lamiales,Angiosperms
Asteranthera,Gesneriaceae,Lamiales,Angiosperms
Beccarinda,Gesneriaceae,Lamiales,Angiosperms
Bellonia,Gesneriaceae,Lamiales,Angiosperms
Besleria,Gesneriaceae,Lamiales,Angiosperms
Boea,Gesneriaceae,Lamiales,Angiosperms
Boeica,Gesneriaceae,Lamiales,Angiosperms
Bournea,Gesneriaceae,Lamiales,Angiosperms
Brachiostemon,Gesneriaceae,Lamiales,Angiosperms
Briggsia,Gesneriaceae,Lamiales,Angiosperms
Briggsiopsis,Gesneriaceae,Lamiales,Angiosperms
Calcareoboea,Gesneriaceae,Lamiales,Angiosperms
Capanea,Gesneriaceae,Lamiales,Angiosperms
Carpocalymna,Gesneriaceae,Lamiales,Angiosperms
Cathayanthe,Gesneriaceae,Lamiales,Angiosperms
Centrosolenia,Gesneriaceae,Lamiales,Angiosperms
Championia,Gesneriaceae,Lamiales,Angiosperms
Chautemsia,Gesneriaceae,Lamiales,Angiosperms
Cheilosandra,Gesneriaceae,Lamiales,Angiosperms
Cheirisanthera,Gesneriaceae,Lamiales,Angiosperms
Chirita,Gesneriaceae,Lamiales,Angiosperms
Chiritopsis,Gesneriaceae,Lamiales,Angiosperms
Chlamydoboea,Gesneriaceae,Lamiales,Angiosperms
Chorisanthera,Gesneriaceae,Lamiales,Angiosperms
Chrysothemis,Gesneriaceae,Lamiales,Angiosperms
Cobananthus,Gesneriaceae,Lamiales,Angiosperms
Codonanthe,Gesneriaceae,Lamiales,Angiosperms
Codonanthopsis,Gesneriaceae,Lamiales,Angiosperms
Codonoboea,Gesneriaceae,Lamiales,Angiosperms
Codonophora,Gesneriaceae,Lamiales,Angiosperms
Collandra,Gesneriaceae,Lamiales,Angiosperms
Colpogyne,Gesneriaceae,Lamiales,Angiosperms
